Date,XOM,CVX
2015-04-01,52.38439178466797,64.76095581054688
2015-04-02,52.28518295288086,65.06381225585938
2015-04-06,52.79994583129883,66.07731628417969
2015-04-07,53.184471130371094,67.07850646972656
2015-04-08,52.13630294799805,65.91664123535156
2015-04-09,52.50222396850586,66.0958480834961
2015-04-10,53.066646575927734,66.07113647460938
2015-04-13,52.93018341064453,65.8177490234375
2015-04-14,53.73027801513672,67.2638931274414
2015-04-15,54.62961196899414,68.23414611816406
2015-04-16,54.41253662109375,68.07966613769531
2015-04-17,53.91635513305664,67.43074798583984
2015-04-20,54.10860824584961,68.15999603271484
2015-04-21,53.88533020019531,67.81391906738281
2015-04-22,54.24507141113281,67.6717758178711
2015-04-23,54.29469299316406,67.96223449707031
2015-04-24,53.941158294677734,67.90042877197266
2015-04-27,53.96596145629883,67.79536437988281
2015-04-28,54.455936431884766,68.67293548583984
2015-04-29,54.499351501464844,69.04991912841797
2015-04-30,54.18926239013672,68.6358642578125
2015-05-01,55.107173919677734,67.38748168945312
2015-05-04,55.26844787597656,66.94255065917969
2015-05-05,54.95832061767578,66.7447738647461
2015-05-06,54.697818756103516,66.71385192871094
2015-05-07,54.33190155029297,66.47901153564453
2015-05-08,55.194034576416016,67.14647674560547
2015-05-11,54.26849365234375,66.34923553466797
2015-05-12,54.418556213378906,66.47281646728516
2015-05-13,54.130916595458984,66.55935668945312
2015-05-14,54.387298583984375,67.02285766601562
2015-05-15,54.624935150146484,67.4285888671875
2015-05-18,54.31226348876953,66.56723022460938
2015-05-19,54.399803161621094,65.5498275756836
2015-05-20,54.48734664916992,65.69341278076172
2015-05-21,54.537391662597656,65.84318542480469
2015-05-22,54.10588455200195,65.46869659423828
2015-05-26,53.37421417236328,64.47002410888672
2015-05-27,53.2241325378418,64.35765838623047
2015-05-28,53.2241325378418,64.43883514404297
2015-05-29,53.28042984008789,64.2890396118164
2015-06-01,53.236656188964844,64.05809020996094
2015-06-02,53.24290466308594,64.0268783569336
2015-06-03,53.12409973144531,63.770965576171875
2015-06-04,52.66758728027344,63.28411865234375
2015-06-05,52.70510482788086,63.408935546875
2015-06-08,53.061553955078125,62.678680419921875
2015-06-09,52.89269256591797,62.678680419921875
2015-06-10,53.28666305541992,63.55875778198242
2015-06-11,53.21162796020508,63.115596771240234
2015-06-12,52.54250717163086,62.335357666015625
2015-06-15,52.354888916015625,61.97337341308594
2015-06-16,52.955238342285156,62.441490173339844
2015-06-17,52.98651123046875,62.26673889160156
2015-06-18,53.45552062988281,62.57257843017578
2015-06-19,53.28666305541992,62.085716247558594
2015-06-22,53.261661529541016,62.59752655029297
2015-06-23,53.19915008544922,62.472694396972656
2015-06-24,52.955238342285156,61.96086883544922
2015-06-25,52.48621368408203,61.38041305541992
2015-06-26,52.44243621826172,61.54267501831055
2015-06-29,51.79206085205078,60.350547790527344
2015-06-30,52.029701232910156,60.213218688964844
2015-07-01,51.51066207885742,59.97602462768555
2015-07-02,51.9921760559082,59.83871841430664
2015-07-06,51.6107177734375,59.15213394165039
2015-07-07,51.82332229614258,59.4642333984375
2015-07-08,51.26051712036133,58.39690017700195
2015-07-09,51.02914047241211,58.53422164916992
2015-07-10,51.41685485839844,58.92744445800781
2015-07-13,51.54191970825195,59.04603576660156
2015-07-14,51.973426818847656,59.638999938964844
2015-07-15,51.75455093383789,58.82133102416992
2015-07-16,51.84835433959961,58.971134185791016
2015-07-17,51.66074752807617,58.140995025634766
2015-07-20,51.12919235229492,58.00992202758789
2015-07-21,51.06665802001953,58.60911178588867
2015-07-22,51.147953033447266,58.3657112121582
2015-07-23,50.741455078125,58.00992202758789
2015-07-24,49.991031646728516,56.549373626708984
2015-07-27,49.56580352783203,55.63811111450195
2015-07-28,51.57946014404297,57.67287063598633
2015-07-29,51.9921760559082,58.20341491699219
2015-07-30,51.910888671875,58.066062927246094
2015-07-31,49.534542083740234,55.22614669799805
2015-08-03,48.815364837646484,53.428550720214844
2015-08-04,48.25880432128906,53.185123443603516
2015-08-05,48.25880432128906,52.448612213134766
2015-08-06,48.83412551879883,53.17265319824219
2015-08-07,48.046173095703125,52.27383804321289
2015-08-10,49.24687576293945,53.60954666137695
2015-08-11,48.91233825683594,53.5408935546875
2015-08-12,49.732887268066406,54.1712760925293
2015-08-13,49.644527435302734,53.58457946777344
2015-08-14,49.46147537231445,53.6719856262207
2015-08-17,49.72026824951172,52.603851318359375
2015-08-18,49.171138763427734,52.7365837097168
2015-08-19,48.117008209228516,51.13752746582031
2015-08-20,47.069190979003906,50.082035064697266
2015-08-21,45.529056549072266,47.8825798034668
2015-08-24,43.37662887573242,45.58199691772461
2015-08-25,43.37031555175781,44.254730224609375
2015-08-26,45.76258850097656,46.19505310058594
2015-08-27,47.24594497680664,49.07080078125
2015-08-28,47.38479995727539,50.83417510986328
2015-08-31,47.49211502075195,51.18809509277344
2015-09-01,45.49748611450195,49.41840744018555
2015-09-02,46.223388671875,49.33623123168945
2015-09-03,46.57686233520508,49.462650299072266
2015-09-04,45.73735427856445,48.457725524902344
2015-09-08,46.393795013427734,48.565189361572266
2015-09-09,45.446990966796875,47.3516731262207
2015-09-10,45.77521514892578,47.819366455078125
2015-09-11,45.88252258300781,47.90153884887695
2015-09-14,45.756282806396484,47.88889694213867
2015-09-15,45.989830017089844,48.773738861083984
2015-09-16,46.898773193359375,49.942996978759766
2015-09-17,46.99976348876953,50.189476013183594
2015-09-18,45.87621307373047,49.13400650024414
2015-09-21,46.32435607910156,49.355186462402344
2015-09-22,45.91408920288086,48.82429885864258
2015-09-23,45.636356353759766,48.11012268066406
2015-09-24,45.90776824951172,48.59675979614258
2015-09-25,46.223388671875,49.10871505737305
2015-09-28,45.82572937011719,47.88889694213867
2015-09-29,46.059268951416016,48.19230270385742
2015-09-30,46.93032455444336,49.85450744628906
2015-10-01,46.74728775024414,49.51319885253906
2015-10-02,47.89606475830078,51.54203414916992
2015-10-05,48.48309326171875,53.109466552734375
2015-10-06,49.164825439453125,54.98025131225586
2015-10-07,49.991703033447266,55.6944694519043
2015-10-08,50.51558303833008,56.82579040527344
2015-10-09,50.029571533203125,56.610897064208984
2015-10-12,50.05480194091797,56.08633041381836
2015-10-13,49.96645736694336,55.858802795410156
2015-10-14,50.59765625,56.730995178222656
2015-10-15,51.43084716796875,57.3377799987793
2015-10-16,52.06206512451172,57.69801330566406
2015-10-19,51.121559143066406,56.901641845703125
2015-10-20,51.02054977416992,56.8763542175293
2015-10-21,50.629207611083984,56.459232330322266
2015-10-22,52.32085037231445,57.90656661987305
2015-10-23,52.37766647338867,57.66640853881836
2015-10-26,51.266754150390625,56.105262756347656
2015-10-27,51.18467712402344,55.42899703979492
2015-10-28,51.93580627441406,56.749961853027344
2015-10-29,51.90425109863281,56.813148498535156
2015-10-30,52.226173400878906,57.43885803222656
2015-11-02,53.829429626464844,60.01753616333008
2015-11-03,54.820438385009766,62.027408599853516
2015-11-04,54.27128982543945,61.16151809692383
2015-11-05,53.53276824951172,59.758426666259766
2015-11-06,53.318172454833984,59.429752349853516
2015-11-09,52.1784553527832,58.349002838134766
2015-11-10,52.433128356933594,58.92414474487305
2015-11-11,51.96834945678711,58.26683807373047
2015-11-12,50.561214447021484,56.79420852661133
2015-11-13,49.72711944580078,56.04838943481445
2015-11-16,51.5098991394043,58.505043029785156
2015-11-17,50.9113883972168,58.23633575439453
2015-11-18,51.40803527832031,58.99124526977539
2015-11-19,51.12788772583008,58.10839080810547
2015-11-20,50.80314636230469,56.94404602050781
2015-11-23,51.115150451660156,57.583805084228516
2015-11-24,52.133880615234375,58.441070556640625
2015-11-25,51.73275375366211,58.13398742675781
2015-11-27,51.72002410888672,57.81411361694336
2015-11-30,51.99380111694336,58.42188262939453
2015-12-01,52.14026641845703,59.16398620605469
2015-12-02,50.650333404541016,57.73733139038086
2015-12-03,49.92449951171875,56.84168243408203
2015-12-04,50.21101379394531,57.391876220703125
2015-12-07,48.89937973022461,55.8372802734375
2015-12-08,47.517723083496094,55.299896240234375
2015-12-09,48.154422760009766,56.04200744628906
2015-12-10,48.19263458251953,57.12958526611328
2015-12-11,47.33308029174805,55.299896240234375
2015-12-14,48.40913391113281,57.14877700805664
2015-12-15,50.57392501831055,59.343109130859375
2015-12-16,50.39566421508789,59.77812576293945
2015-12-17,49.63795471191406,57.9228630065918
2015-12-18,49.20500564575195,57.45586013793945
2015-12-21,49.192264556884766,57.091190338134766
2015-12-22,49.44060516357422,57.75013732910156
2015-12-23,51.05783462524414,60.01485061645508
2015-12-24,50.510257720947266,58.888893127441406
2015-12-28,50.134605407714844,57.807708740234375
2015-12-29,50.40204620361328,58.377105712890625
2015-12-30,49.73347473144531,57.634986877441406
2015-12-31,49.6316032409668,57.551815032958984
2016-01-04,49.31961441040039,56.84168243408203
2016-01-05,49.73983383178711,57.32790756225586
2016-01-06,49.32599639892578,55.06319046020508
2016-01-07,48.536460876464844,53.11194610595703
2016-01-08,47.555931091308594,52.54257583618164
2016-01-11,46.919219970703125,51.67252731323242
2016-01-12,47.88065719604492,52.55536651611328
2016-01-13,48.167171478271484,52.03078079223633
2016-01-14,50.376556396484375,54.67934799194336
2016-01-15,49.396026611328125,53.52779006958008
2016-01-19,48.64471435546875,52.145931243896484
2016-01-20,46.594505310058594,50.527366638183594
2016-01-21,47.18027114868164,51.85165023803711
2016-01-22,48.7529296875,53.444644927978516
2016-01-25,47.10386657714844,51.74928665161133
2016-01-26,48.83570861816406,53.8156852722168
2016-01-27,47.93796157836914,53.284690856933594
2016-01-28,49.02035903930664,54.96723175048828
2016-01-29,49.56793975830078,55.3190803527832
2016-02-01,48.57466506958008,54.5641975402832
2016-02-02,47.49227523803711,51.97319793701172
2016-02-03,49.96906280517578,54.13556671142578
2016-02-04,50.82862091064453,54.244319915771484
2016-02-05,50.98779296875,53.02238464355469
2016-02-08,51.675445556640625,55.01202392578125
2016-02-09,51.45058059692383,53.0479736328125
2016-02-10,50.98155975341797,53.1247444152832
2016-02-11,51.14219284057617,53.09278106689453
2016-02-12,52.06093215942383,54.65373992919922
2016-02-16,52.18301010131836,54.945281982421875
2016-02-17,52.68416213989258,57.21281814575195
2016-02-18,52.9732780456543,56.18920135498047
2016-02-19,53.005401611328125,56.04017639160156
2016-02-22,52.93470764160156,57.543216705322266
2016-02-23,52.1894416809082,55.010074615478516
2016-02-24,52.37576675415039,55.2432975769043
2016-02-25,52.69057846069336,55.262760162353516
2016-02-26,52.52354049682617,54.647281646728516
2016-02-29,51.49555587768555,54.0577278137207
2016-03-01,52.22156524658203,55.800472259521484
2016-03-02,53.13389205932617,56.45481491088867
2016-03-03,52.94114303588867,56.70747375488281
2016-03-04,52.8704719543457,56.966617584228516
2016-03-07,54.26469039916992,58.741756439208984
2016-03-08,53.08891677856445,57.491397857666016
2016-03-09,52.94114303588867,60.134681701660156
2016-03-10,52.79979705810547,60.86027908325195
2016-03-11,52.80624008178711,61.27489471435547
2016-03-14,52.947574615478516,61.067588806152344
2016-03-15,53.21100997924805,61.074066162109375
2016-03-16,53.24311447143555,61.80616760253906
2016-03-17,54.03339385986328,62.771480560302734
2016-03-18,54.0976448059082,63.28977584838867
2016-03-21,53.72498321533203,62.47993469238281
2016-03-22,54.046226501464844,61.8709602355957
2016-03-23,53.808509826660156,60.63352584838867
2016-03-24,53.956298828125,61.4498176574707
2016-03-28,54.11048126220703,61.33971405029297
2016-03-29,54.309669494628906,61.75432586669922
2016-03-30,54.303245544433594,61.708988189697266
2016-03-31,53.705711364746094,61.80616760253906
2016-04-01,53.30094528198242,61.067588806152344
2016-04-04,53.42945098876953,60.52985763549805
2016-04-05,52.8190803527832,60.0374870300293
2016-04-06,53.52581787109375,61.44335174560547
2016-04-07,52.921871185302734,61.41096496582031
2016-04-08,53.461578369140625,62.40867233276367
2016-04-11,53.53225326538086,61.70250701904297
2016-04-12,54.19401931762695,63.17313003540039
2016-04-13,54.502403259277344,63.231468200683594
2016-04-14,54.88790512084961,63.47766876220703
2016-04-15,54.59235382080078,62.99174880981445
2016-04-18,55.112754821777344,63.94412612915039
2016-04-19,55.38901901245117,65.11023712158203
2016-04-20,55.76811599731445,65.88123321533203
2016-04-21,55.76166915893555,65.693359375
2016-04-22,56.237125396728516,66.08853912353516
2016-04-25,56.108619689941406,65.76460266113281
2016-04-26,56.30136489868164,66.26994323730469
2016-04-27,56.834632873535156,67.28060913085938
2016-04-28,56.55836486816406,66.34121704101562
2016-04-29,56.79607009887695,66.19867706298828
2016-05-02,57.265106201171875,66.9307632446289
2016-05-03,56.60976791381836,65.64151000976562
2016-05-04,56.500553131103516,65.1685562133789
2016-05-05,56.5648078918457,65.70630645751953
2016-05-06,56.86677932739258,65.99137115478516
2016-05-09,56.90531539916992,65.01306915283203
2016-05-10,57.817665100097656,65.60911560058594
2016-05-11,57.5390510559082,65.52488708496094
2016-05-12,58.096248626708984,66.1598129272461
2016-05-13,57.44188690185547,65.2657699584961
2016-05-16,58.03145217895508,66.26994323730469
2016-05-17,58.00553512573242,65.96221923828125
2016-05-18,57.888919830322266,65.51048278808594
2016-05-19,58.38133239746094,65.37298583984375
2016-05-20,58.14160919189453,65.33370208740234
2016-05-23,58.050907135009766,65.06526184082031
2016-05-24,58.096248626708984,65.59557342529297
2016-05-25,58.478519439697266,66.63002014160156
2016-05-26,58.18047332763672,66.45325469970703
2016-05-27,58.316524505615234,66.79370880126953
2016-05-31,57.675113677978516,66.1258773803711
2016-06-01,57.817649841308594,66.21102142333984
2016-06-02,57.357635498046875,65.81820678710938
2016-06-03,57.253997802734375,65.90331268310547
2016-06-06,57.8824348449707,66.23719024658203
2016-06-07,58.77004623413086,67.64482879638672
2016-06-08,58.821861267089844,67.49424743652344
2016-06-09,58.744136810302734,67.31094360351562
2016-06-10,58.29710006713867,66.76750183105469
2016-06-13,58.692298889160156,66.84607696533203
2016-06-14,58.588653564453125,66.30923461914062
2016-06-15,58.41370391845703,65.88363647460938
2016-06-16,59.10045623779297,66.17173767089844
2016-06-17,58.776519775390625,66.49910736083984
2016-06-20,59.035682678222656,67.18000030517578
2016-06-21,59.301326751708984,67.59245300292969
2016-06-22,59.068077087402344,66.97049713134766
2016-06-23,59.47623062133789,68.37810516357422
2016-06-24,57.914825439453125,66.71514892578125
2016-06-27,57.571449279785156,65.7068862915039
2016-06-28,58.89962387084961,66.53836822509766
2016-06-29,59.90384292602539,67.71028900146484
2016-06-30,60.73314666748047,68.63345336914062
2016-07-01,60.797935485839844,68.188232421875
2016-07-05,60.26667022705078,67.80850982666016
2016-07-06,60.95990753173828,68.46977233886719
2016-07-07,60.22779083251953,67.46807098388672
2016-07-08,60.60354995727539,68.59416961669922
2016-07-11,60.83033752441406,69.0000991821289
2016-07-12,61.51710510253906,69.91014099121094
2016-07-13,61.47175598144531,69.82502746582031
2016-07-14,61.51710510253906,69.85774993896484
2016-07-15,61.62723159790039,70.07381439208984
2016-07-18,61.432861328125,69.45838165283203
2016-07-19,61.20610427856445,69.4256591796875
2016-07-20,60.856239318847656,69.13102722167969
2016-07-21,60.80441665649414,69.0000991821289
2016-07-22,60.90807342529297,69.17686462402344
2016-07-25,59.73542022705078,67.48114776611328
2016-07-26,59.301326751708984,67.22582244873047
2016-07-27,58.89962387084961,66.95084381103516
2016-07-28,58.439632415771484,66.64311981201172
2016-07-29,57.62974548339844,67.09485626220703
2016-08-01,55.62779235839844,64.88848876953125
2016-08-02,56.39229202270508,65.20277404785156
2016-08-03,56.68384552001953,65.87055206298828
2016-08-04,56.6773681640625,65.72653198242188
2016-08-05,56.72919464111328,65.8050765991211
2016-08-08,57.39651870727539,66.25685119628906
2016-08-09,57.4677734375,66.33539581298828
2016-08-10,56.46152877807617,65.56285858154297
2016-08-11,56.66408157348633,66.38777923583984
2016-08-12,57.40243911743164,66.88536071777344
2016-08-15,57.376304626464844,67.28473663330078
2016-08-16,57.44816589355469,67.18653106689453
2016-08-17,57.57234573364258,67.62979888916016
2016-08-18,58.09506607055664,68.50975799560547
2016-08-19,57.369781494140625,67.6959457397461
2016-08-22,57.49391174316406,67.44457244873047
2016-08-23,57.31748962402344,67.27255249023438
2016-08-24,57.51353454589844,67.61658477783203
2016-08-25,57.14761734008789,67.41148376464844
2016-08-26,57.02345275878906,67.03434753417969
2016-08-29,57.39591979980469,67.51732635498047
2016-08-30,57.186824798583984,67.2857894897461
2016-08-31,56.938533782958984,66.54476928710938
2016-09-01,56.742488861083984,66.29998016357422
2016-09-02,57.12148666381836,66.7763442993164
2016-09-06,57.87290573120117,67.76874542236328
2016-09-07,57.657283782958984,68.06647491455078
2016-09-08,58.186546325683594,68.88687896728516
2016-09-09,56.742488861083984,67.00129699707031
2016-09-12,57.03651809692383,67.64967346191406
2016-09-13,55.67742919921875,65.78392791748047
2016-09-14,55.27885055541992,65.1156997680664
2016-09-15,55.592472076416016,65.8302230834961
2016-09-16,54.906402587890625,64.7319564819336
2016-09-19,54.77571105957031,64.86428833007812
2016-09-20,53.93281936645508,64.63932037353516
2016-09-21,54.42942810058594,65.91624450683594
2016-09-22,54.58622360229492,66.14781951904297
2016-09-23,54.52743148803711,65.64497375488281
2016-09-26,54.27256774902344,65.35387420654297
2016-09-27,54.39018630981445,65.4861831665039
2016-09-28,56.78170394897461,67.58352661132812
2016-09-29,56.49420166015625,67.00129699707031
2016-09-30,57.029991149902344,68.09293365478516
2016-10-03,56.87971115112305,67.78199005126953
2016-10-04,56.35700988769531,67.00129699707031
2016-10-05,56.847042083740234,67.63643646240234
2016-10-06,56.8731803894043,67.60337829589844
2016-10-07,56.67715072631836,67.66289520263672
2016-10-10,57.78797149658203,68.79425048828125
2016-10-11,57.33055877685547,68.1723403930664
2016-10-12,56.93199920654297,67.58352661132812
2016-10-13,56.55954360961914,66.68370819091797
2016-10-14,56.54648971557617,66.87557983398438
2016-10-17,56.54648971557617,67.06085205078125
2016-10-18,56.696746826171875,67.34532165527344
2016-10-19,56.958133697509766,67.66289520263672
2016-10-20,56.98424530029297,67.39825439453125
2016-10-21,56.598751068115234,67.02115631103516
2016-10-24,56.78821563720703,66.59772491455078
2016-10-25,56.66408157348633,66.67047882080078
2016-10-26,56.905853271484375,66.94837951660156
2016-10-27,56.79477310180664,66.10811614990234
2016-10-28,55.39645767211914,68.68840026855469
2016-10-31,54.44247055053711,69.30370330810547
2016-11-01,54.658111572265625,70.44828796386719
2016-11-02,54.52743148803711,69.72711944580078
2016-11-03,54.66464614868164,69.72711944580078
2016-11-04,54.60582733154297,69.32353210449219
2016-11-07,55.83427047729492,70.69306945800781
2016-11-08,56.23634719848633,70.98416137695312
2016-11-09,56.85603713989258,71.21574401855469
2016-11-10,57.38337326049805,71.31495666503906
2016-11-11,56.47367858886719,70.55413818359375
2016-11-14,56.21658706665039,70.52104949951172
2016-11-15,57.23175811767578,72.08908081054688
2016-11-16,56.52640914916992,72.40315246582031
2016-11-17,56.183624267578125,72.24944305419922
2016-11-18,56.21658706665039,72.97112274169922
2016-11-21,57.014244079589844,73.62604522705078
2016-11-22,57.139461517333984,73.92005157470703
2016-11-23,57.29767608642578,74.1739730834961
2016-11-25,57.42954635620117,74.1739730834961
2016-11-28,57.00103759765625,73.83983612060547
2016-11-29,56.62528991699219,73.06468963623047
2016-11-30,57.54815673828125,74.54817199707031
2016-12-01,57.50863265991211,75.70423889160156
2016-12-02,57.37677764892578,75.51043701171875
2016-12-05,57.666847229003906,75.67749786376953
2016-12-06,57.71955871582031,75.35005187988281
2016-12-07,58.05576705932617,76.47267150878906
2016-12-08,58.22056198120117,76.96051025390625
2016-12-09,58.66881561279297,77.38815307617188
2016-12-12,59.974021911621094,78.28357696533203
2016-12-13,61.028751373291016,78.4640121459961
2016-12-14,59.710357666015625,77.4884033203125
2016-12-15,59.914710998535156,78.21675872802734
2016-12-16,60.10588455200195,78.9050521850586
2016-12-19,59.60488510131836,78.61770629882812
2016-12-20,59.61146926879883,78.81818389892578
2016-12-21,59.512596130371094,78.79145050048828
2016-12-22,59.901512145996094,79.36613464355469
2016-12-23,59.79606246948242,79.13227081298828
2016-12-27,59.82240295410156,78.99861907958984
2016-12-28,59.52579116821289,78.79145050048828
2016-12-29,59.5587272644043,78.73131561279297
2016-12-30,59.499393463134766,78.65111541748047
2017-01-03,59.914710998535156,78.75135040283203
2017-01-04,59.25551223754883,78.73131561279297
2017-01-05,58.37217712402344,78.39051818847656
2017-01-06,58.33921813964844,78.0764389038086
2017-01-09,57.37677764892578,77.40821075439453
2017-01-10,56.645076751708984,76.82018280029297
2017-01-11,57.225162506103516,77.46837615966797
2017-01-12,56.91533279418945,77.6220474243164
2017-01-13,56.92194366455078,77.76907348632812
2017-01-17,57.587711334228516,77.70223236083984
2017-01-18,56.87577819824219,77.47505187988281
2017-01-19,55.85401153564453,77.23446655273438
2017-01-20,56.618690490722656,77.24783325195312
2017-01-23,56.01224136352539,77.10751342773438
2017-01-24,56.09132766723633,77.76236724853516
2017-01-25,56.25614547729492,78.3437271118164
2017-01-26,56.42753219604492,77.88265991210938
2017-01-27,56.36821746826172,76.03834533691406
2017-01-30,55.93972396850586,74.72189331054688
2017-01-31,55.30030059814453,74.40784454345703
2017-02-01,54.67405319213867,74.1739730834961
2017-02-02,55.010257720947266,74.98252868652344
2017-02-03,55.06957244873047,75.89131927490234
2017-02-06,54.91796112060547,75.49705505371094
2017-02-07,54.562007904052734,74.4345703125
2017-02-08,54.202762603759766,74.56153869628906
2017-02-09,54.4422607421875,75.01594543457031
2017-02-10,54.89460372924805,75.54383850097656
2017-02-13,55.21392059326172,76.11851501464844
2017-02-14,55.094173431396484,75.9094009399414
2017-02-15,55.32036209106445,75.94313049316406
2017-02-16,54.748252868652344,74.66805267333984
2017-02-17,54.3890380859375,74.43194580078125
2017-02-21,54.47551345825195,75.36966705322266
2017-02-22,53.83687973022461,74.46566772460938
2017-02-23,54.4023323059082,74.89744567871094
2017-02-24,53.936683654785156,74.29027557373047
2017-02-27,54.24269485473633,75.38990020751953
2017-02-28,54.09634017944336,75.89591217041016
2017-03-01,55.22721862792969,76.82686614990234
2017-03-02,55.41349411010742,76.47606658935547
2017-03-03,54.85470962524414,76.604248046875
2017-03-06,55.100826263427734,76.34790802001953
2017-03-07,54.89460372924805,75.43040466308594
2017-03-08,53.90342330932617,73.94621276855469
2017-03-09,54.32917404174805,74.23628234863281
2017-03-10,54.28926467895508,74.62084197998047
2017-03-13,54.16286849975586,73.77082061767578
2017-03-14,53.87680435180664,72.42829132080078
2017-03-15,54.54869079589844,73.4537353515625
2017-03-16,54.59526443481445,72.76558685302734
2017-03-17,54.54869079589844,72.64415740966797
2017-03-20,54.54869079589844,72.63068389892578
2017-03-21,54.43561553955078,72.88705444335938
2017-03-22,54.3890380859375,73.12316131591797
2017-03-23,54.4555549621582,72.77235412597656
2017-03-24,54.03647994995117,72.85330200195312
2017-03-27,54.049774169921875,71.69967651367188
2017-03-28,54.4422607421875,72.30010223388672
2017-03-29,54.56199645996094,72.90727996826172
2017-03-30,55.67958068847656,72.71162414550781
2017-03-31,54.55535125732422,72.4350357055664
2017-04-03,54.59526443481445,72.72513580322266
2017-04-04,54.794830322265625,73.30531311035156
2017-04-05,54.901268005371094,73.29182434082031
2017-04-06,55.22057342529297,73.73033905029297
2017-04-07,55.054264068603516,73.44026184082031
2017-04-10,55.30039596557617,73.82477569580078
2017-04-11,55.10749053955078,73.51447296142578
2017-04-12,55.19397735595703,73.51447296142578
2017-04-13,54.342472076416016,71.57826232910156
2017-04-17,54.269309997558594,71.62547302246094
2017-04-18,53.916725158691406,71.2948989868164
2017-04-19,53.5442008972168,70.31670379638672
2017-04-20,53.89011764526367,70.75521850585938
2017-04-21,53.67724609375,70.76195526123047
2017-04-24,53.95662307739258,71.46356964111328
2017-04-25,54.36909484863281,72.00328826904297
2017-04-26,54.149574279785156,71.56478118896484
2017-04-27,54.05641555786133,71.15322875976562
2017-04-28,54.31584548950195,71.98302459716797
2017-05-01,54.58860397338867,71.45683288574219
2017-05-02,54.58195877075195,71.07902526855469
2017-05-03,55.014347076416016,71.99652862548828
2017-05-04,54.3092041015625,70.7079849243164
2017-05-05,54.56199645996094,71.36913299560547
2017-05-08,55.140750885009766,71.96954345703125
2017-05-09,54.75490951538086,70.89012908935547
2017-05-10,55.00338363647461,71.84811401367188
2017-05-11,55.473445892333984,71.65245056152344
2017-05-12,55.43315124511719,71.48382568359375
2017-05-15,55.60102081298828,72.084228515625
2017-05-16,55.43315124511719,72.35409545898438
2017-05-17,55.05708694458008,71.35228729248047
2017-05-18,54.89594268798828,71.67259216308594
2017-05-19,55.01679992675781,72.59260559082031
2017-05-22,55.258544921875,72.32000732421875
2017-05-23,55.45328903198242,72.42221069335938
2017-05-24,55.258544921875,72.38815307617188
2017-05-25,54.89594268798828,71.63169860839844
2017-05-26,54.76164627075195,71.36592864990234
2017-05-30,54.45945739746094,70.91614532470703
2017-05-31,54.05653762817383,70.5208740234375
2017-06-01,54.19084167480469,71.05923461914062
